pmm_datetime,enodeb_name,ltecell_name,pdcpvoldldrb,pdcpvoluldrb,pdcpvoldldrblasttti,day_part
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,4539813.0,442078.0,1456834.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,23693263.0,3239352.0,3861349.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,13986916.0,1286511.0,5867241.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,48208436.0,2703943.0,3599425.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,42396634.0,2996633.0,13113902.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,21394898.0,4159376.0,8320873.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,14257921.0,712370.0,4113446.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,12307780.0,4052160.0,5352389.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,31967050.0,2371807.0,2488224.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,78661872.0,10999176.0,18818052.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,1121728.0,62328.0,248170.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,49522907.0,3778310.0,4580018.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,7505587.0,586095.0,2892964.0,2022-09-13
2022-09-13 15:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,34012469.0,3463677.0,13102524.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,2217630.0,188545.0,500864.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,31449710.0,2892524.0,12324690.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,255035.0,15940.0,65607.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,9567514.0,5820146.0,5336356.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,17638215.0,1213643.0,5400759.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,49445006.0,3025184.0,5906138.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,30526853.0,2160293.0,2526976.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,41025967.0,3738195.0,10091684.0,2022-09-13
2022-09-13 16:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,86685481.0,14473121.0,17944246.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,24798523.0,1385480.0,3808948.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,47465218.0,3678238.0,15836347.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,44457163.0,3256259.0,8661522.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,14411644.0,1751811.0,7567170.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,38237117.0,8634166.0,12441543.0,2022-09-13
2022-09-13 17:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,2199185.0,141742.0,609950.0,2022-09-13
