,datetime,timestamp,ltecell_name,users_avg,prb_dl_usage_rate_avg,prb_ul_usage_rate_avg,hsr_intra_freq,hsr_inter_freq,cell_throughput_dl_avg,cell_throughput_ul_avg,user_throughput_dl_avg,user_throughput_ul_avg,traffic_volume_data,tp_carrier_aggr,carrier_aggr_usage,cqi_avg,time_advance_avg,daytime,cluster
2581,2022-10-16 17:00:00.000,2022-10-16 17:00:00,CEIRA_MCO001N1L08,36.17361111111112,73.79751777777778,11.550742222222222,98.1132075471698,100.0,12729.89970867396,1407.077077985585,4773.827369332563,1461.8867263926634,4818.0745,11876.190440994407,11.044957777529234,8.132710170393413,2.0,1,0
2582,2022-10-16 18:00:00.000,2022-10-16 18:00:00,CEIRA_MCO001N1L08,37.019444444444446,88.7263488888889,9.570820555555557,97.87234042553192,100.0,13901.402594637431,1147.030620509746,4244.967832799021,1916.380967779352,5876.1055,16081.704452212618,5.781222192793793,8.413375074846623,2.0,1,0
2583,2022-10-16 19:00:00.000,2022-10-16 19:00:00,CEIRA_MCO001N1L08,34.55,90.66728555555557,12.873073333333334,100.0,100.0,15599.494005187476,1418.6992681799347,4503.025303842446,1858.3297658799245,6727.736125,9900.245888404494,11.577585493610265,8.045705825069179,2.0,1,0
2584,2022-10-16 20:00:00.000,2022-10-16 20:00:00,CEIRA_MCO001N1L08,37.8125,95.236235,20.88803833333333,100.0,100.0,16956.25739475485,1635.147794624615,3799.263891284564,1395.8349926172552,7529.318,13735.255623541649,12.50351485455269,8.348591416551512,2.0,1,0
2585,2022-10-16 21:00:00.000,2022-10-16 21:00:00,CEIRA_MCO001N1L08,36.451388888888886,94.79718722222222,13.201146666666666,100.0,100.0,17960.224436991222,1259.1217859717276,3578.2008494556094,1699.7010340855654,7907.91825,12762.769468227776,11.230566056028469,8.325400707607265,2.0,1,0
2586,2022-10-16 22:00:00.000,2022-10-16 22:00:00,CEIRA_MCO001N1L08,31.959722222222226,89.24204166666667,18.58661055555556,100.0,100.0,16768.01046438641,2020.2262470432563,4880.799821642821,2587.2313829738277,7162.67575,21557.26598850312,7.862080292127109,8.054854565342312,2.0,1,0
2587,2022-10-16 23:00:00.000,2022-10-16 23:00:00,CEIRA_MCO001N1L08,29.1375,88.52776944444444,11.17505388888889,100.0,100.0,13438.756072249613,974.3962537036298,4066.0982043951776,996.8789021015108,5602.36375,16440.213312506483,3.198394309816554,8.283676378961475,2.0,1,0
2588,2022-10-17 00:00:00.000,2022-10-17 00:00:00,CEIRA_MCO001N1L08,25.36805555555556,63.81218777777778,5.089918888888889,100.0,100.0,15897.78081805766,856.3941044189764,6827.936316570812,1603.6635714113577,4964.694125,13599.830403946964,1.86681875663244,8.193455894121296,2.0,0,0
2589,2022-10-17 01:00:00.000,2022-10-17 01:00:00,CEIRA_MCO001N1L08,22.761111111111116,23.20820388888889,2.207665555555556,100.0,100.0,15762.366845591036,1108.9486316866355,16821.984879554624,3680.012404517856,2062.527375,33564.696569920845,2.997407292045958,8.528773438097721,2.0,0,0
2590,2022-10-17 02:00:00.000,2022-10-17 02:00:00,CEIRA_MCO001N1L08,21.73472222222222,12.81538,6.193825555555556,100.0,100.0,7223.251277637651,1600.012382352477,7682.437052916272,1993.895843576264,574.900375,28880.699146569623,16.162707891721762,8.578485260711187,2.0,0,0
2591,2022-10-17 03:00:00.000,2022-10-17 03:00:00,CEIRA_MCO001N1L08,19.119444444444444,6.742121111111112,1.8662416666666664,100.0,100.0,11224.824457600273,1370.097337378113,12443.773923989502,2606.5363599872207,840.659375,23522.75539241968,13.20127178285145,11.217471517198112,2.0,0,0
2592,2022-10-17 04:00:00.000,2022-10-17 04:00:00,CEIRA_MCO001N1L08,17.468055555555555,4.896551666666666,1.217138888888889,100.0,100.0,11849.849061556635,966.5138220799048,14417.86531998966,1423.9714367370946,519.133,15496.51770168311,3.5648881242505226,10.042345969783083,2.0,0,0
